SMILES,Rank,MPO_Score,Quality_Score,SA_Score
CNC(=O)C1(c2ccc3[nH]ccc3c2O)CCN(C(=O)c2cc(-c3nnc(O[11CH3])s3)no2)CC1,31,1.0,0.4140372959947808,3.313277048013817
CCCN(CCC(O)N1CC=C(c2ccc3c(OCC(=O)OC(C)C)ccnc3c2)CC1)c1ccc(=O)[nH]c1,32,1.0,0.3830714354599742,3.658920880188756
CCC(=O)On1nc(C(=O)NC2CCN(c3ccncn3)C2)c2ccc(CNc3ccc(Cl)nn3)cc21,33,1.0,0.4331889035969037,3.5717815396224477
CC(C)C1CC2CCC(C1)N2CCCCc1cc2c(N(C)C)cccc2n1CC(=O)Nc1ccc([O-])nn1,34,1.0,0.4567159226739331,4.725149954315632
COC(=O)C1(c2ccc3[nH]c([O-])cc3c2)CCN(CCOC(=O)c2cncc(-c3ccc(O[11CH3])o3)c2)CC1,35,1.0,0.4382861502624405,3.3264039979383417
Cc1ccc(C(O)CCn2cc(N3CCN(COCCc4c[nH]c5ncccc45)C(=O)C3)cn2)s1,36,1.0,0.52697155232007,3.6088017490933026
CC(c1cc2c(C3CCOC3)nccc2s1)N1CCN(S(=O)(=O)c2cc3ccncc3s2)CC1=O,37,1.0,0.4506691803829452,4.035513484785021
O=C(Nc1nccn1-c1ccncc1)c1cc2ccccc2n1Oc1ccc(-c2cc(NCCO)no2)s1,38,1.0,0.4433017510388872,3.3981557471066024
CNC(=O)Cc1nc2c(C(=O)NCCC(C)C3OCCO3)cccc2n1Cc1ccc(CC(F)(F)F)nn1,39,1.0,0.4052490896474273,3.8017553570010056
CCCN(C(=O)NCOCN1CCC(C(=O)NC)(c2ccc3c(N)c[nH]c3c2)C1)c1ccc(N2CCC2)cc1,40,1.0,0.3832676235967734,3.77665310472098
C#CC1(c2ccc(N)c3cccnc23)CCN(CCOC(=O)c2cc(-c3ncccc3CCO)no2)C1,41,1.0,0.5518122846112796,3.8073382614053397
O=c1ccc(-n2cccc2C2CN=C(C3CC3c3ccc4cc(N5CCSCC5)sc4c3)N2)c[nH]1,42,1.0,0.450917428326853,4.561721388059998
CN(C1CN(c2cncc(N3CC=C(c4ccncn4)CC3)c2)CCCO1)S(=O)(=O)C(=O)OCCl,43,1.0,0.3914349181833368,4.094680826016379
O=C1CN(S(=O)(=O)c2nc3ccccc3s2)CCN1C1CC1c1ccc(OCCCO)nc1,44,1.0,0.4624993898305427,3.6270902320949805
[11CH3]OCCOC(=O)C1CN=C(c2cccc3sc(CCOC(=O)C4CN(c5ccncn5)CCO4)cc23)N1,45,1.0,0.3895633017977289,4.028543359076627
CCCNc1ccc2c(C(=O)NCCCCN3CCN(S(=O)(=O)c4ccccn4)CC3=O)ncnc2c1,46,1.0,0.4589497869395286,2.8010207472321778
C#CCC(O)COC1CCC2CN(N3CCC(OC(C)C)(c4ccc(CC)c5cccnc45)C3)CCN2C1,47,1.0,0.4102550456534815,4.711070581217994
O=C1CN(S(=O)(=O)c2cc(-c3ncc(S)s3)no2)CCN1C=Cc1c[nH]c2ncccc12,48,1.0,0.5188209518701221,3.6790104046032948
CCCNc1nccc2ccc(-n3cnc(N4CCN(N(C)S(=O)(=O)C(=O)OCCO)CC4=O)c3)cc12,49,1.0,0.4077130560608328,3.6210346665131876
CCSc1nccc2ccc(C3(C(=O)C[O-])CCN(C(=O)c4cccn4CCO)CC3)cc12,50,1.0,0.3967161902443213,3.2570901452344536
O=C1CN(S(=O)(=O)NC2OCCc3ccccc32)CCN1CCc1ccc2ccnc(-n3ccnc3)c2c1,51,1.0,0.4272817858667117,3.580759619926763
O=C1CN(NS(=O)(=O)c2nnc(-c3cc(F)no3)s2)CCN1CCOc1cccc2ccnn12,52,1.0,0.5405963090516063,3.735563823977177
O=c1ccc(-c2cccnc2CCC(O)N2CCC(c3ccc4cc(C(F)F)sc4c3)C2)c[nH]1,53,1.0,0.5024073463861526,3.952110365048986
CN(c1nnc(C(=O)NCC=CC2CCCCC2c2ccncn2)s1)S(=O)(=O)C(=O)OCCO,54,1.0,0.5163502240126329,4.403252348957934
O=C1CN(S(=O)(=O)N2CCc3ccccc32)CCN1CSc1nn(CCO)c2ccccc12,55,1.0,0.4032843358174196,3.017063393576257
C#Cc1ccc(N(CCC)C(=O)NN2CCC(c3nccc4c(CC)c[nH]c34)(C3OCCO3)CC2)cn1,56,1.0,0.548529288269921,3.7899489216146645
CN(N1CCN(NCc2ncnc3ccc(Cl)cc23)C(=O)C1)S(=O)(=O)c1cc2cnccc2s1,57,1.0,0.503554076784751,3.482849609472977
CN(N1CCC(C(=O)OCc2nc3c(-c4ncccn4)cccc3[nH]2)C1)S(=O)(=O)C(=O)OCCl,58,1.0,0.5404833505149322,3.8958202210346835
CCSc1cc(CCOC(=O)S(=O)(=O)N(C)N2CCN(CNCc3c[nH]c4ncccc34)C2=O)on1,59,1.0,0.3992284662417893,3.9007955710017646
CCCN(C(C)c1nnc(N(C)C)o1)S(=O)(=O)NC1CCN(CCCNc2cccc3ccnn23)C1=O,60,1.0,0.4085511690061905,4.288090575414969
CCc1c[nH]c2c(C(=O)NCNN3CCN(S(=O)(=O)N(C)N4CCc5ccccc54)CC3=O)nccc12,61,1.0,0.4001793239021467,3.5706101314328844
O=C1CN(S(=O)(=O)Nc2nsc3ccccc23)CCN1CNc1ccn2ncc(C3CC3)c2c1,62,1.0,0.5210108219214166,3.302796634024274
CN(C1CCN(c2cnn3c(-c4ccc5cccc([O-])c5c4)cccc23)C1=O)S(=O)(=O)C(=O)OCCO,63,1.0,0.4709638779509533,4.050043358734322
O=C1CN(S(=O)(=O)c2cc3ncccc3s2)CCN1COCCc1cc2cc(Cl)cnc2[nH]1,64,1.0,0.4616811272729758,3.1115728672604686
COc1ccc2c(N3CCCN(N4CCNC(S(=O)(=O)C(=O)OC(C)OC(C)=O)C4)CC3)ccnc2c1,65,1.0,0.3891435781666873,4.104222971864672
CCCc1nccc2ccc(C3(C(=O)NC)CCN(C(=O)Cc4ccc(-c5ccccc5N)o4)CC3)cc12,66,1.0,0.4387182073285224,2.9584278511493505
CN(C)Cc1ccc2c(CSN3CCN(S(=O)(=O)c4nsc5ccccc45)CC3=O)nccc2c1,67,1.0,0.4356840386482704,3.3071046781739444
CC(C)c1ccc(OCCN2CCN(S(=O)(=O)Nc3cc4ccncc4s3)CC2=O)c2ncccc12,68,1.0,0.3834017443646014,3.0617072214872003
O=C(c1nccc(-c2ccccc2CCO)n1)N1CCC(C(=O)C[O-])(c2ccc(C3CC3)c3cccnc23)C1,69,1.0,0.4820221493789213,3.817155198573073
CCCN(CN(C)CN1CCC(C(=O)NC)(c2ccc3[nH]c(CC)cc3c2)C1)c1nnc(C)s1,70,1.0,0.5152609300104108,3.9474851248808367
CN(c1ccc(-c2ccnc3cc(N4CCC(c5ccccn5)CC4)ccc23)[nH]1)S(=O)(=O)C(=O)OCCO,71,1.0,0.3997626880875942,3.334638013464101
CN(C1=CCN(C2CCCCN2C2SCCN2c2ccncc2)CC1)S(=O)(=O)C(=O)OCCl,72,1.0,0.4576440583620852,4.669294697595886
CN(N1CCCN(C(=O)C2CN(c3ccncc3)C2)CC1)S(=O)(=O)c1ccc2cc(Cl)ccc2c1,73,1.0,0.5369239991112611,2.832778398453664
CC(=O)OC(C)OC(=O)S(=O)(=O)N1CCC(C(=O)N(C)C2CCN(c3ccccn3)CC2)C1,74,1.0,0.4697114905354771,3.720215699016723
CN(N1CCN(Cc2ccc3ccnc(CCO)c3c2)C(=O)C1)S(=O)(=O)C1Cc2ccccc2C1,75,1.0,0.4714976803942112,3.257186524327791
Cc1nccc2ccc(SN3CCN(S(=O)(=O)N(C)c4cc5cccnc5s4)CC3=O)cc12,76,1.0,0.3918313738885504,3.5213572483441107
CCc1ccc2ncnc(C3(F)CCN(N(C)C(=O)c4ccnc(-c5ccncc5N)n4)C3)c2c1,77,1.0,0.4548639440060197,3.8627826721702263
CN(N1CCC(CCCc2ccc(NCCO)c3ncccc23)C1=O)S(=O)(=O)C(=O)OCCO,78,1.0,0.4850869521098653,3.8372200337877205
O=c1ccc(-c2ccc(-c3nnc(-n4cccc4-c4ccnc5cc(C6CC6)ccc45)s3)nn2)c[nH]1,79,1.0,0.4503328116340492,3.094334177678107
O=C1CN(S(=O)(=O)Nc2cccc3c2OCCO3)CCN1SCn1c(OCCF)cc2ncccc21,80,1.0,0.4037762506324018,3.558229742599398
CC(C)c1cccc2c(CCOCN3CCC(c4nnc(C(=O)NCOCC(F)(F)F)o4)C3=O)cnn12,81,1.0,0.4336285822255373,4.141198980036096
CCOC1(c2ccc(N)c3cccnc23)CCN(N(C)C(=O)c2ccc(-c3ncccc3NCCO)o2)C1,82,1.0,0.5092317679488519,3.9204823687871286
CCOc1ccc(C2(C(C)=O)CCN(C3CCC4CN(c5cc(CC)[nH]n5)CCN4C3)CC2)c2ncccc12,83,1.0,0.3970138134331085,3.917190965998415
CC(C)CN(CCNC(=O)c1ccncn1)C(=O)N1CC(N(C)S(=O)(=O)C(=O)OCCl)C1,84,1.0,0.5279168931946606,3.3672950160989776
CN(N1CCN(C2CC2c2ccc3c(Br)ccnc3c2)C1=O)S(=O)(=O)C(=O)OCCO,85,1.0,0.4627728358294958,4.264057283482574
CNc1ccc(-c2cc(N(C)S(=O)(=O)N3CCN(NCc4c[nH]c5ncccc45)C(=O)C3)on2)s1,86,1.0,0.5237292443507264,3.5838976012508663
CCCN(C(=O)NN1CCC(C(=O)NCC)(c2ccc3ccc(CC)nc3c2)CC1)c1cnc(CC)nn1,87,1.0,0.498633567719241,3.4250026335534915
CC(C(=O)C1(c2ccc(N)c3cccnc23)CCN(N2CCCC2)CC1)c1nnc(-c2ccccc2)s1,88,1.0,0.5184399552099569,3.707678220667261
CCSc1noc2cc(CCCNN3CCC(N(C)S(=O)(=O)C(=O)OCCO)C3=O)ccc12,89,1.0,0.4705077441016195,4.04618341397634
O=C1C(CCCc2c[nH]c3ncccc23)CCN1NS(=O)(=O)c1cc(-c2nnc(C(F)F)s2)no1,90,1.0,0.4634510787465206,3.9810814414009945
CCCNc1c[nH]c2c(NCN3CCN(S(=O)(=O)c4cc5ccccc5s4)CC3=O)nccc12,91,1.0,0.3839602675674712,3.1155189260179936
COc1ccc(CCOC(=O)S(=O)(=O)NC2CCN(CSc3c[nH]c4ncccc34)C2=O)s1,92,1.0,0.4174976863339159,4.0460987808019295
CN(C1CN(C2CCCCN2N2CCN(c3ccccn3)CC2)C1)S(=O)(=O)C(=O)OCCl,93,1.0,0.4278169433925031,3.9353909671614495
[11CH3]Oc1ccc(C2(C(=O)C[O-])CCN(C(=O)Cc3ccc(N4CCC4)nc3)CC2)c2ncccc12,94,1.0,0.4108044515474197,3.033169601250866
CCCc1nc2c(C(=O)NCCN3CCNCC3OC(F)(F)F)cccc2n1Oc1cn(N2CCC2)nn1,95,1.0,0.3905940029426197,4.242048012165157
O=C1CN(S(=O)(=O)Nc2cc3ncccc3s2)CCN1Sc1ncnc2cc(N3CCC3)ccc12,96,1.0,0.3950044297342246,3.3174362257748573
O=C1CN(S(=O)(=O)c2cc3ccncc3s2)CCN1CCCc1cccc2c(F)cnn12,97,1.0,0.456493170849974,3.0788759564427597
CN(c1ccc(C(=O)CCCCCC2CCN2c2ccncn2)s1)S(=O)(=O)C(=O)OCCO,98,1.0,0.4453497795662284,3.8083336944812505
CCSc1nnc(C(C)C(=O)C2(c3cccc4c(F)cnn34)CCN(N3CCCC3)CC2)o1,99,1.0,0.431667991859148,4.078565654779016
CC(=O)OC(C)OC(=O)S(=O)(=O)C(=O)NCCCCC1CC2CCC(C1)N2C1CN(c2ncccn2)C1,100,1.0,0.4032866673521775,4.998481358489971
